Email ID,Swift Id,Order Number,Status,Direction,Type,Total Amount,Zone,Destination State,Pickup Pincode,Billing Date,Courier Name,Weight (in gms),Cost (incl GST),SKU Total,Destination City,Charge Description,AWB
info@dermatouch.com,505733JQ9223674,#DERMA2933073,Undelivered,FORWARD,COD,458,D,Maharashtra,380018,2026-05-02+05:30,Swift,500,113.75,,Aurangabad,B2C Shipping Services,
info@dermatouch.com,505733JP7575782,#DERMA2790101,RTO Delivered,FORWARD,COD,149,B,Gujarat,380018,2026-04-16+05:30,Swift,500,108.56,,Banaskantha,B2C Shipping Services,
info@dermatouch.com,505733M4962607,#DERMA2777448,RTO In Transit,FORWARD,COD,289,B,Gujarat,380018,2026-05-02+05:30,Swift,500,108.56,,SURAT,B2C Shipping Services,
info@dermatouch.com,505733A9750820,#DERMA2706821,RTO Out for Delivery,FORWARD,COD,357,E,Jammu & Kashmir,380018,2026-05-01+05:30,Swift,500,64.01,,SOPORE,B2C Shipping Services,
info@dermatouch.com,505733JQ2007955,#DERMA2781546,Delivered,FORWARD,COD,149,D,Maharashtra,380018,2026-04-21+05:30,Swift,500,113.75,,Rajgurunagar,B2C Shipping Services,
info@dermatouch.com,505733JQ3345872,#DERMA2874103,Delivered,FORWARD,COD,368,D,Karnataka,380018,2026-04-20+05:30,Swift,500,113.75,,Nanjangud,B2C Shipping Services,
info@dermatouch.com,505733JQ5896115,#DERMA2667359,RTO Delivered,FORWARD,COD,149,D,Tamil Nadu,380018,2026-04-12+05:30,Swift,500,38.23,,Villupuram,B2C Shipping Services,
info@dermatouch.com,505733M3433833,#DERMA2758433,Delivered,FORWARD,COD,149,D,Chhattisgarh,380018,2026-04-16+05:30,Swift,500,113.75,,Surajpur,B2C Shipping Services,
info@dermatouch.com,505733JQ8793487,#DERMA2755467,RTO Delivered,FORWARD,COD,149,D,Maharashtra,380018,2026-04-18+05:30,Swift,500,151.98,,Erandol,B2C Shipping Services,
info@dermatouch.com,505733M1723297,#DERMA2948782,In Transit,FORWARD,Prepaid,251,E,Tripura,380018,2026-04-29+05:30,Swift,500,101.78,,AGARTALA,B2C Shipping Services,
info@dermatouch.com,505733M2022901,#DERMA2721323,Delivered,FORWARD,COD,298,B,Gujarat,380018,2026-04-26+05:30,Swift,500,92.04,,SURAT,B2C Shipping Services,
info@dermatouch.com,505733M8264209,#DERMA2811550,Delivered,FORWARD,Prepaid,491,D,Jharkhand,380018,2026-04-21+05:30,Swift,500,75.99,,BORIO,B2C Shipping Services,
info@dermatouch.com,505733M2115188,#DERMA2996314,In Transit,FORWARD,COD,158,D,Karnataka,380018,2026-05-02+05:30,Swift,1000,187.03,,Afzalpur,B2C Shipping Services,
info@dermatouch.com,505733JQ7073820,#DERMA2688403,RTO Delivered,FORWARD,COD,149,D,Bihar,380018,2026-04-06+05:30,Swift,500,38.23,,JAMUI,B2C Shipping Services,
info@dermatouch.com,505733JQ7843555,#DERMA2668440,RTO Delivered,FORWARD,COD,314,D,Rajasthan,380018,2026-04-06+05:30,Swift,1000,184.79,,Jodhpur,B2C Shipping Services,
info@dermatouch.com,505733M7484407,#DERMA2743270,RTO In Transit,FORWARD,COD,149,D,Rajasthan,380018,2026-04-30+05:30,Swift,500,151.98,,Luni,B2C Shipping Services,
info@dermatouch.com,505733JQ2948892,#DERMA2780618,Delivered,FORWARD,Prepaid,388,D,Rajasthan,380018,2026-04-10+05:30,Swift,500,75.99,,Barmer,B2C Shipping Services,
info@dermatouch.com,505733EA5209342,#DERMA2741716,Delivered,FORWARD,Prepaid,149,D,Maharashtra,380018,2026-04-08+05:30,Swift,500,75.99,,Pandharpur,B2C Shipping Services,
info@dermatouch.com,505733JQ5132737,#DERMA2895094,RTO In Transit,FORWARD,COD,158,D,Uttar Pradesh,380018,2026-05-02+05:30,Swift,500,151.98,,Kanpur,B2C Shipping Services,
info@dermatouch.com,505733M7689467,#DERMA2845076,Delivered,FORWARD,COD,278,D,Maharashtra,380018,2026-04-21+05:30,Swift,500,113.75,,Washim,B2C Shipping Services,
info@dermatouch.com,505733JQ0619136,#DERMA2934748,Delivered,FORWARD,Prepaid,149,D,Maharashtra,380018,2026-04-25+05:30,Swift,1000,149.27,,Latur,B2C Shipping Services,
info@dermatouch.com,505733M3531671,#DERMA2855929,Delivered,FORWARD,COD,158,D,Maharashtra,380018,2026-04-19+05:30,Swift,500,113.75,,Jawhar,B2C Shipping Services,
info@dermatouch.com,505733JQ8734379,#DERMA2774753,Delivered,FORWARD,Prepaid,296,D,Uttarakhand,380018,2026-04-17+05:30,Swift,500,75.99,,Rudraprayag,B2C Shipping Services,
info@dermatouch.com,505733M4208921,#DERMA2833190,RTO In Transit,FORWARD,COD,158,D,Bihar,380018,2026-04-30+05:30,Swift,500,151.98,,Motihari,B2C Shipping Services,
info@dermatouch.com,505733M6941728,#DERMA2955127,In Transit,FORWARD,COD,158,E,Assam,380018,2026-04-29+05:30,Swift,500,139.54,,NAGAON,B2C Shipping Services,
info@dermatouch.com,505733JQ8459970,#DERMA2786048,RTO Delivered,FORWARD,COD,695,D,Maharashtra,380018,2026-04-30+05:30,Swift,500,151.98,,Rajgurunagar,B2C Shipping Services,
info@dermatouch.com,505733M3276268,#DERMA2949259,In Transit,FORWARD,COD,158,E,Assam,380018,2026-04-29+05:30,Swift,1000,238.6,,Bilasipara,B2C Shipping Services,
info@dermatouch.com,505733A1689093,#DERMA2951303,Delivered,FORWARD,Prepaid,269,D,Rajasthan,380018,2026-04-26+05:30,Swift,500,75.99,,Sajjangarh,B2C Shipping Services,
info@dermatouch.com,505733JP7751913,#DERMA2929216,Delivered,FORWARD,Prepaid,149,B,Gujarat,380018,2026-04-27+05:30,Swift,500,54.28,,Amreli,B2C Shipping Services,
info@dermatouch.com,505733JQ1787076,#DERMA2893794,Delivered,FORWARD,COD,260,D,Karnataka,380018,2026-04-20+05:30,Swift,500,113.75,,Nanjangud,B2C Shipping Services,
info@dermatouch.com,505733M8993653,#DERMA2795156,Delivered,FORWARD,COD,149,D,Orissa,380018,2026-04-11+05:30,Swift,500,113.75,,Kendujhar,B2C Shipping Services,
info@dermatouch.com,505733JQ7225444,#DERMA2760307,Delivered,FORWARD,COD,149,D,Orissa,380018,2026-04-06+05:30,Swift,500,113.75,,Nirakarpur,B2C Shipping Services,
info@dermatouch.com,505733M5203205,#DERMA2907223,In Transit,FORWARD,COD,158,D,Uttar Pradesh,380018,2026-05-02+05:30,Swift,500,113.75,,Bahraich,B2C Shipping Services,
info@dermatouch.com,505733JQ1787361,#DERMA2771143,Delivered,FORWARD,COD,149,D,Tamil Nadu,380018,2026-04-14+05:30,Swift,500,113.75,,Ariyalur,B2C Shipping Services,
info@dermatouch.com,505733A5482749,#DERMA2951535,Delivered,FORWARD,Prepaid,149,E,Himachal Pradesh,380018,2026-04-29+05:30,Swift,500,101.78,,Kinnaur,B2C Shipping Services,
info@dermatouch.com,505733M9622582,#DERMA2848255,Delivered,FORWARD,Prepaid,149,D,Maharashtra,380018,2026-04-26+05:30,Swift,500,75.99,,Erandol,B2C Shipping Services,
info@dermatouch.com,505733M0274609,#DERMA2799102,In Transit,FORWARD,COD,149,D,Maharashtra,380018,2026-05-02+05:30,Swift,500,113.75,,Akola,B2C Shipping Services,
info@dermatouch.com,505733JQ2179197,#DERMA2785778,RTO Delivered,FORWARD,COD,149,D,Maharashtra,380018,2026-04-30+05:30,Swift,1000,298.54,,Rajgurunagar,B2C Shipping Services,
info@dermatouch.com,505733M2208233,#DERMA2797610,RTO Delivered,FORWARD,COD,298,D,Uttar Pradesh,380018,2026-04-29+05:30,Swift,500,151.98,,Hardoi,B2C Shipping Services,
info@dermatouch.com,505733JQ2204122,#DERMA2874579,RTO In Transit,FORWARD,COD,158,D,Maharashtra,380018,2026-05-02+05:30,Swift,500,151.98,,Erandol,B2C Shipping Services,
info@dermatouch.com,505733M0490658,#DERMA2818058,Delivered,FORWARD,COD,269,E,Assam,380018,2026-04-24+05:30,Swift,500,139.54,,NAGAON,B2C Shipping Services,
info@dermatouch.com,505733JQ7823168,#DERMA2806059,Delivered,FORWARD,COD,149,D,Maharashtra,380018,2026-04-19+05:30,Swift,1000,187.03,,Rajgurunagar,B2C Shipping Services,
info@dermatouch.com,505733JP5910573,#DERMA2808024,Delivered,FORWARD,Prepaid,677,B,Gujarat,380018,2026-04-18+05:30,Swift,500,54.28,,Lunawada,B2C Shipping Services,
info@dermatouch.com,505733M2076616,#DERMA2757600,Delivered,FORWARD,Prepaid,1077,D,Orissa,380018,2026-04-08+05:30,Swift,1000,149.27,,Angul,B2C Shipping Services,
info@dermatouch.com,505733JQ0389541,#DERMA2793148,Delivered,FORWARD,COD,289,D,Maharashtra,380018,2026-04-12+05:30,Swift,500,113.75,,Erandol,B2C Shipping Services,
info@dermatouch.com,505733JQ6070836,#DERMA2739861,RTO Delivered,FORWARD,COD,149,D,Rajasthan,380018,2026-04-13+05:30,Swift,500,151.98,,Jalor,B2C Shipping Services,
info@dermatouch.com,505733JQ5455531,#DERMA2913605,Undelivered,FORWARD,COD,158,D,Rajasthan,380018,2026-05-01+05:30,Swift,500,113.75,,Jodhpur,B2C Shipping Services,
info@dermatouch.com,505733M4483380,#DERMA2913234,Delivered,FORWARD,COD,158,D,Jharkhand,380018,2026-04-28+05:30,Swift,500,113.75,,JAMSHEDPUR_JHARKHAND,B2C Shipping Services,
info@dermatouch.com,505733JQ7632492,#DERMA2809387,Delivered,FORWARD,COD,289,D,Maharashtra,380018,2026-04-13+05:30,Swift,500,113.75,,Rajgurunagar,B2C Shipping Services,
info@dermatouch.com,505733M6540812,#DERMA2843818,In Transit,FORWARD,COD,158,D,Uttar Pradesh,380018,2026-05-02+05:30,Swift,500,113.75,,Ballia,B2C Shipping Services,
info@dermatouch.com,505733JQ9356449,#DERMA2739515,Delivered,FORWARD,COD,149,D,Madhya Pradesh,380018,2026-04-03+05:30,Swift,500,113.75,,Khargone,B2C Shipping Services,
info@dermatouch.com,505733JQ6978050,#DERMA2843882,RTO In Transit,FORWARD,COD,158,D,Rajasthan,380018,2026-05-01+05:30,Swift,500,151.98,,Barmer,B2C Shipping Services,
info@dermatouch.com,505733EA0745707,#DERMA2796397,Delivered,FORWARD,Prepaid,149,D,Maharashtra,380018,2026-04-11+05:30,Swift,500,75.99,,Buldhana,B2C Shipping Services,
info@dermatouch.com,505733M2082774,#DERMA2768288,Delivered,FORWARD,COD,248,E,Assam,380018,2026-04-18+05:30,Swift,500,139.54,,Karimganj,B2C Shipping Services,
info@dermatouch.com,505733JQ6425073,#DERMA2908571,Undelivered,FORWARD,COD,158,D,Maharashtra,380018,2026-04-26+05:30,Swift,500,113.75,,Erandol,B2C Shipping Services,
info@dermatouch.com,505733JQ6905340,#DERMA2780368,RTO Delivered,FORWARD,COD,149,D,Maharashtra,380018,2026-04-30+05:30,Swift,1000,298.54,,Rajgurunagar,B2C Shipping Services,
info@dermatouch.com,505733JQ1168011,#DERMA2881202,In Transit,FORWARD,COD,427,D,Madhya Pradesh,380018,2026-05-02+05:30,Swift,500,113.75,,Dabra,B2C Shipping Services,
info@dermatouch.com,505733M7946282,#DERMA2774121,In Transit,FORWARD,Prepaid,149,E,Tripura,380018,2026-05-02+05:30,Swift,500,101.78,,AGARTALA,B2C Shipping Services,
info@dermatouch.com,505733JQ9533011,#DERMA2894068,RTO In Transit,FORWARD,COD,158,D,Maharashtra,380018,2026-04-28+05:30,Swift,500,151.98,,Ahmed Nagar,B2C Shipping Services,
info@dermatouch.com,505733A1925696,#DERMA2845395,In Transit,FORWARD,COD,158,D,Maharashtra,380018,2026-05-02+05:30,Swift,500,113.75,,Jawhar,B2C Shipping Services,
info@dermatouch.com,505733M3415781,#DERMA2686611,Delivered,FORWARD,COD,149,B,Gujarat,380018,2026-04-06+05:30,Swift,500,92.04,,SURAT,B2C Shipping Services,
info@dermatouch.com,505733M8877325,#DERMA2771503,Delivered,FORWARD,COD,149,E,Assam,380018,2026-04-10+05:30,Swift,500,139.54,,Kokrajhar,B2C Shipping Services,
info@dermatouch.com,505733M7755985,#DERMA2756658,In Transit,FORWARD,COD,149,D,Orissa,380018,2026-04-28+05:30,Swift,500,113.75,,TARBHA,B2C Shipping Services,
info@dermatouch.com,505733JQ1134900,#DERMA2792817,Undelivered,FORWARD,COD,149,D,Maharashtra,380018,2026-04-22+05:30,Swift,500,113.75,,Ahmed Nagar,B2C Shipping Services,
info@dermatouch.com,505733JQ1805338,#DERMA2893262,In Transit,FORWARD,COD,655,D,Rajasthan,380018,2026-05-02+05:30,Swift,500,113.75,,Jodhpur,B2C Shipping Services,
info@dermatouch.com,505733JQ5692223,#DERMA2769610,RTO Delivered,FORWARD,COD,656,D,Rajasthan,380018,2026-04-11+05:30,Swift,500,151.98,,Jaipur,B2C Shipping Services,
info@dermatouch.com,505733JQ0533967,#DERMA2893837,RTO In Transit,FORWARD,COD,158,D,West Bengal,380018,2026-05-02+05:30,Swift,1000,298.54,,Darjiling,B2C Shipping Services,
info@dermatouch.com,505733JQ8175143,#DERMA2881764,Delivered,FORWARD,COD,158,D,Orissa,380018,2026-04-23+05:30,Swift,500,113.75,,Borigumma,B2C Shipping Services,
info@dermatouch.com,505733JP1848768,#DERMA2714085,Delivered,FORWARD,COD,251,B,Gujarat,380018,2026-04-06+05:30,Swift,500,92.04,,Vagara,B2C Shipping Services,
info@dermatouch.com,505733JP0167575,#DERMA2874657,In Transit,FORWARD,COD,456,B,Gujarat,380018,2026-05-01+05:30,Swift,500,92.04,,Dahod,B2C Shipping Services,
info@dermatouch.com,505733JQ1589657,#DERMA2721423,RTO Delivered,FORWARD,COD,149,D,Orissa,380018,2026-04-12+05:30,Swift,500,38.23,,Puri,B2C Shipping Services,
info@dermatouch.com,505733M4745756,#DERMA2903778,In Transit,FORWARD,COD,158,E,Assam,380018,2026-05-02+05:30,Swift,500,139.54,,Kabuganj,B2C Shipping Services,
info@dermatouch.com,505733JP8334478,#DERMA2798211,RTO Delivered,FORWARD,COD,149,B,Gujarat,380018,2026-04-16+05:30,Swift,500,108.56,,Lunawada,B2C Shipping Services,
info@dermatouch.com,505733JQ9072558,#DERMA2820940,Delivered,FORWARD,COD,149,D,Rajasthan,380018,2026-04-11+05:30,Swift,500,113.75,,Jodhpur,B2C Shipping Services,
info@dermatouch.com,505733JQ7797655,#DERMA2719717,RTO Delivered,FORWARD,COD,149,D,Maharashtra,380018,2026-04-25+05:30,Swift,500,151.98,,Ahmed Nagar,B2C Shipping Services,
info@dermatouch.com,505733M9292670,#DERMA2754917,Delivered,FORWARD,COD,149,E,Assam,380018,2026-04-21+05:30,Swift,500,139.54,,NAGAON,B2C Shipping Services,
info@dermatouch.com,505733JQ9493421,#DERMA2842527,RTO In Transit,FORWARD,COD,158,D,Rajasthan,380018,2026-05-01+05:30,Swift,500,151.98,,Barmer,B2C Shipping Services,
info@dermatouch.com,505733JQ0009670,#DERMA2779363,RTO Delivered,FORWARD,COD,149,D,Rajasthan,380018,2026-04-20+05:30,Swift,500,151.98,,Jalor,B2C Shipping Services,
info@dermatouch.com,505733M7848805,#DERMA2663012,RTO In Transit,FORWARD,COD,149,B,Gujarat,380018,2026-04-24+05:30,Swift,500,108.56,,SURAT,B2C Shipping Services,
info@dermatouch.com,505733JQ8503500,#DERMA2696037,RTO Delivered,FORWARD,COD,251,D,Maharashtra,380018,2026-04-10+05:30,Swift,500,38.23,,PACHORA,B2C Shipping Services,
info@dermatouch.com,505733JQ9650808,#DERMA2931226,Delivered,FORWARD,COD,1082,D,Maharashtra,380018,2026-04-30+05:30,Swift,1000,187.03,,Jalna,B2C Shipping Services,
info@dermatouch.com,505733JQ5330835,#DERMA2917332,RTO In Transit,FORWARD,COD,158,D,Maharashtra,380018,2026-05-02+05:30,Swift,500,151.98,,Ahmed Nagar,B2C Shipping Services,
info@dermatouch.com,505733JP8623623,#DERMA2956332,Delivered,FORWARD,COD,158,B,Gujarat,380018,2026-04-27+05:30,Swift,1000,143.61,,Limbdi,B2C Shipping Services,
info@dermatouch.com,505733JQ5075361,#DERMA2884072,Undelivered,FORWARD,COD,158,D,Uttarakhand,380018,2026-04-23+05:30,Swift,500,113.75,,Rudraprayag,B2C Shipping Services,
info@dermatouch.com,505733M6653001,#DERMA2699602,Delivered,FORWARD,COD,269,B,Gujarat,380018,2026-04-09+05:30,Swift,500,92.04,,SURAT,B2C Shipping Services,
info@dermatouch.com,505733M5887829,#DERMA2846619,Delivered,FORWARD,Prepaid,149,D,Maharashtra,380018,2026-04-18+05:30,Swift,500,75.99,,Jawhar,B2C Shipping Services,
info@dermatouch.com,505733JP0529330,#DERMA2803451,Delivered,FORWARD,Prepaid,298,B,Gujarat,380018,2026-04-11+05:30,Swift,500,54.28,,Dahod,B2C Shipping Services,
info@dermatouch.com,505733JQ9000260,#DERMA2920070,Delivered,FORWARD,COD,278,D,Maharashtra,380018,2026-04-28+05:30,Swift,1000,187.03,,Erandol,B2C Shipping Services,
info@dermatouch.com,505733JQ5770746,#DERMA2931549,Delivered,FORWARD,COD,158,D,Maharashtra,380018,2026-04-23+05:30,Swift,500,113.75,,Erandol,B2C Shipping Services,
info@dermatouch.com,505733M2518660,#DERMA2742867,Delivered,FORWARD,COD,298,D,West Bengal,380018,2026-04-07+05:30,Swift,500,113.75,,Takdah,B2C Shipping Services,
info@dermatouch.com,505733JQ7361591,#DERMA2961915,In Transit,FORWARD,Prepaid,149,D,Maharashtra,380018,2026-05-02+05:30,Swift,500,75.99,,Osmanabad,B2C Shipping Services,
info@dermatouch.com,505733JQ5035614,#DERMA2612661,RTO Delivered,FORWARD,COD,397,D,Orissa,380018,2026-04-11+05:30,Swift,500,38.23,,Puri,B2C Shipping Services,
info@dermatouch.com,505733A2258307,#DERMA2757588,RTO In Transit,FORWARD,COD,129,E,Jammu & Kashmir,380018,2026-04-28+05:30,Swift,500,203.55,,Kupwara,B2C Shipping Services,
info@dermatouch.com,505733JQ2624829,#DERMA2888573,RTO In Transit,FORWARD,COD,158,D,Bihar,380018,2026-05-02+05:30,Swift,1000,298.54,,Araria,B2C Shipping Services,
info@dermatouch.com,505733JQ1345632,#DERMA2849360,Delivered,FORWARD,Prepaid,149,D,Maharashtra,380018,2026-04-18+05:30,Swift,500,75.99,,Erandol,B2C Shipping Services,
info@dermatouch.com,505733M5965177,#DERMA2839723,Delivered,FORWARD,COD,158,D,Maharashtra,380018,2026-04-23+05:30,Swift,500,113.75,,Hingoli,B2C Shipping Services,
info@dermatouch.com,505733JQ3094726,#DERMA2846857,Delivered,FORWARD,COD,257,D,Maharashtra,380018,2026-04-20+05:30,Swift,500,113.75,,Rajgurunagar,B2C Shipping Services,
info@dermatouch.com,505733JP4415855,#DERMA2880439,RTO Delivered,FORWARD,COD,158,B,Gujarat,380018,2026-04-23+05:30,Swift,500,108.56,,Limbdi,B2C Shipping Services,
info@dermatouch.com,505733JQ9915259,#DERMA2886902,Delivered,FORWARD,Prepaid,149,C,Telangana,380018,2026-04-18+05:30,Swift,1000,138.41,,Hyderabad,B2C Shipping Services,
info@dermatouch.com,505733JQ8772219,#DERMA2792752,Delivered,FORWARD,COD,149,D,Maharashtra,380018,2026-04-20+05:30,Swift,1000,187.03,,Rajgurunagar,B2C Shipping Services,
info@dermatouch.com,505733JQ0415004,#DERMA2685446,RTO Delivered,FORWARD,COD,149,D,Maharashtra,380018,2026-04-18+05:30,Swift,1500,184.79,,Shindkheda,B2C Shipping Services,
info@dermatouch.com,505733M7892496,#DERMA2964721,In Transit,FORWARD,COD,158,E,Assam,380018,2026-04-29+05:30,Swift,1000,238.6,,Kokrajhar,B2C Shipping Services,
info@dermatouch.com,505733JQ3094602,#DERMA2788647,Delivered,FORWARD,COD,449,D,Maharashtra,380018,2026-04-19+05:30,Swift,500,113.75,,Rajgurunagar,B2C Shipping Services,
info@dermatouch.com,505733M6339919,#DERMA2726840,RTO In Transit,FORWARD,COD,149,D,Rajasthan,380018,2026-05-02+05:30,Swift,500,151.98,,Luni,B2C Shipping Services,
info@dermatouch.com,505733M4378645,#DERMA2819048,Delivered,FORWARD,COD,149,D,Maharashtra,380018,2026-04-24+05:30,Swift,500,113.75,,Jawhar,B2C Shipping Services,
info@dermatouch.com,505733M7261708,#DERMA2738501,Delivered,FORWARD,COD,149,E,Assam,380018,2026-04-08+05:30,Swift,500,139.54,,Mangaldoi,B2C Shipping Services,
info@dermatouch.com,505733JQ8174804,#DERMA2906691,In Transit,FORWARD,COD,158,D,Karnataka,380018,2026-04-30+05:30,Swift,500,113.75,,DEVADURGA,B2C Shipping Services,
info@dermatouch.com,505733M7295240,#DERMA2806514,Delivered,FORWARD,Prepaid,149,D,Chhattisgarh,380018,2026-04-21+05:30,Swift,500,75.99,,Surajpur,B2C Shipping Services,
info@dermatouch.com,505733JK9788227,#DERMA2165518,RTO Delivered,FORWARD,COD,149,D,West Bengal,380018,2026-01-18+05:30,Swift,1000,146.56,,Darjiling,B2C Shipping Services,
info@dermatouch.com,505733M8475150,#DERMA2836054,Delivered,FORWARD,Prepaid,99,D,Maharashtra,380018,2026-04-28+05:30,Swift,500,75.99,,Jawhar,B2C Shipping Services,
info@dermatouch.com,505733JQ8884882,#DERMA2845857,RTO In Transit,FORWARD,COD,158,D,Maharashtra,380018,2026-05-02+05:30,Swift,500,151.98,,Erandol,B2C Shipping Services,
info@dermatouch.com,505733M5721639,#DERMA2652298,RTO Delivered,FORWARD,COD,149,D,Uttar Pradesh,380018,2026-04-21+05:30,Swift,500,151.98,,Ghazipur,B2C Shipping Services,
info@dermatouch.com,505733JP8110001,#DERMA2631138,RTO Delivered,FORWARD,COD,298,B,Gujarat,380018,2026-04-01+05:30,Swift,1000,103.13,,Dahod,B2C Shipping Services,
info@dermatouch.com,505733JQ8654581,#DERMA2888132,Delivered,FORWARD,COD,158,D,Maharashtra,380018,2026-04-21+05:30,Swift,500,113.75,,Erandol,B2C Shipping Services,
info@dermatouch.com,505733JQ5877116,#DERMA2881553,In Transit,FORWARD,Prepaid,149,D,Bihar,380018,2026-05-01+05:30,Swift,500,75.99,,Nawada,B2C Shipping Services,
info@dermatouch.com,505733JQ1365272,#DERMA2809028,Delivered,FORWARD,COD,266,E,Himachal Pradesh,380018,2026-04-20+05:30,Swift,500,139.54,,Sirmaur,B2C Shipping Services,
info@dermatouch.com,505733M7177418,#DERMA2857073,In Transit,FORWARD,COD,307,E,Kerala,380018,2026-05-02+05:30,Swift,500,139.54,,IRINJALAKUDA,B2C Shipping Services,
info@dermatouch.com,505733M5794144,#DERMA2707930,RTO Delivered,FORWARD,COD,149,D,Bihar,380018,2026-04-10+05:30,Swift,500,38.23,,Naugachia,B2C Shipping Services,
info@dermatouch.com,505733M7550322,#DERMA2648887,RTO In Transit,FORWARD,COD,269,E,Tripura,380018,2026-04-29+05:30,Swift,500,203.55,,AGARTALA,B2C Shipping Services,
info@dermatouch.com,505733M8029115,#DERMA2660446,RTO In Transit,FORWARD,COD,289,B,Gujarat,380018,2026-04-24+05:30,Swift,500,108.56,,SURAT,B2C Shipping Services,
info@dermatouch.com,505733M5564008,#DERMA2819415,RTO In Transit,FORWARD,COD,149,D,Bihar,380018,2026-05-01+05:30,Swift,500,151.98,,Naugachia,B2C Shipping Services,
info@dermatouch.com,505733JQ5212213,#DERMA2837291,RTO In Transit,FORWARD,COD,278,D,Maharashtra,380018,2026-05-01+05:30,Swift,1000,298.54,,Kudus,B2C Shipping Services,
info@dermatouch.com,505733JQ8017982,#DERMA2820617,RTO Delivered,FORWARD,COD,149,D,Maharashtra,380018,2026-04-25+05:30,Swift,1000,298.54,,Shevgaon,B2C Shipping Services,
info@dermatouch.com,505733A7153233,#DERMA2784654,In Transit,FORWARD,COD,289,D,Maharashtra,380018,2026-05-02+05:30,Swift,500,113.75,,Jawhar,B2C Shipping Services,
info@dermatouch.com,505733JQ0244229,#DERMA2829093,Delivered,FORWARD,Prepaid,149,D,Maharashtra,380018,2026-04-13+05:30,Swift,500,75.99,,Parbhani,B2C Shipping Services,
